"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"23.07.2019","27.349,19","27.231,86","27.368,81","27.204,58","250,80M","0,65%"
"22.07.2019","27.171,90","27.174,18","27.227,77","27.088,90","226,95M","0,07%"
"19.07.2019","27.154,20","27.246,38","27.342,96","27.145,78","287,69M","-0,25%"
"18.07.2019","27.222,97","27.191,98","27.266,81","27.068,79","218,82M","0,01%"
"17.07.2019","27.219,85","27.320,91","27.343,06","27.218,38","196,78M","-0,42%"
"16.07.2019","27.335,63","27.349,32","27.398,68","27.290,24","226,00M","-0,09%"
"15.07.2019","27.359,16","27.364,69","27.364,69","27.294,17","199,73M","0,10%"
"12.07.2019","27.332,03","27.139,49","27.333,79","27.135,45","248,39M","0,90%"
"11.07.2019","27.088,08","26.950,16","27.088,45","26.916,32","252,30M","0,85%"
"10.07.2019","26.860,20","26.851,96","26.983,45","26.813,11","207,99M","0,29%"
"09.07.2019","26.783,49","26.725,12","26.807,70","26.665,57","218,33M","-0,08%"
"08.07.2019","26.806,14","26.835,64","26.839,14","26.744,87","214,29M","-0,43%"
"05.07.2019","26.922,12","26.867,75","26.950,81","26.733,33","192,17M","-0,16%"
"03.07.2019","26.966,00","26.832,32","26.966,00","26.831,44","149,84M","0,67%"
"02.07.2019","26.786,68","26.719,53","26.787,56","26.632,65","219,27M","0,26%"
"01.07.2019","26.717,43","26.805,86","26.890,64","26.616,21","285,35M","0,44%"
"28.06.2019","26.599,96","26.605,93","26.638,35","26.522,27","499,35M","0,28%"
"27.06.2019","26.526,58","26.523,72","26.607,24","26.465,32","246,93M","-0,04%"
"26.06.2019","26.536,82","26.599,42","26.660,04","26.536,33","274,34M","-0,04%"
"25.06.2019","26.548,22","26.731,61","26.752,31","26.527,66","282,16M","-0,67%"
"24.06.2019","26.727,54","26.727,61","26.806,52","26.723,37","232,39M","0,03%"
"21.06.2019","26.719,13","26.749,12","26.907,37","26.705,87","485,56M","-0,13%"
"20.06.2019","26.753,17","26.665,38","26.798,63","26.539,69","278,17M","0,94%"
"19.06.2019","26.504,00","26.490,16","26.569,75","26.415,05","240,95M","0,15%"
"18.06.2019","26.465,54","26.228,88","26.527,19","26.227,76","273,49M","1,35%"
"17.06.2019","26.112,53","26.108,53","26.165,78","26.049,80","199,50M","0,09%"
"14.06.2019","26.089,61","26.076,36","26.162,28","25.988,09","208,02M","-0,07%"
"13.06.2019","26.106,77","26.036,94","26.146,91","25.995,71","213,40M","0,39%"
"12.06.2019","26.004,83","26.040,30","26.082,10","25.958,66","223,69M","-0,17%"
"11.06.2019","26.048,51","26.180,59","26.248,67","25.998,87","253,49M","-0,05%"
"10.06.2019","26.062,68","26.090,22","26.210,61","26.054,31","249,28M","0,30%"
"07.06.2019","25.983,94","25.768,72","26.072,75","25.768,72","263,01M","1,02%"
"06.06.2019","25.720,66","25.567,45","25.800,30","25.518,05","248,07M","0,71%"
"05.06.2019","25.539,57","25.451,00","25.544,66","25.373,58","262,66M","0,82%"
"04.06.2019","25.332,18","24.962,82","25.343,77","24.962,82","281,69M","2,06%"
"03.06.2019","24.819,78","24.830,16","24.935,21","24.680,57","328,24M","0,02%"
"31.05.2019","24.815,04","25.046,31","25.046,31","24.809,51","292,23M","-1,41%"
"30.05.2019","25.169,88","25.139,94","25.218,54","25.066,75","215,24M","0,17%"
"29.05.2019","25.126,41","25.231,46","25.231,46","24.938,24","298,93M","-0,87%"
"28.05.2019","25.347,77","25.616,55","25.717,63","25.342,28","364,85M","-0,93%"
"24.05.2019","25.585,69","25.551,07","25.670,81","25.496,20","201,37M","0,37%"
"23.05.2019","25.490,47","25.657,99","25.657,99","25.328,09","316,94M","-1,11%"
"22.05.2019","25.776,61","25.818,46","25.878,21","25.755,11","241,76M","-0,39%"
"21.05.2019","25.877,33","25.782,34","25.898,27","25.779,61","260,87M","0,77%"
"20.05.2019","25.679,90","25.655,31","25.751,71","25.560,55","279,56M","-0,33%"
"17.05.2019","25.764,00","25.719,95","25.948,74","25.657,78","283,76M","-0,38%"
"16.05.2019","25.862,68","25.692,14","25.957,63","25.692,14","320,96M","0,84%"
"15.05.2019","25.648,02","25.400,13","25.724,89","25.341,94","270,72M","0,45%"
"14.05.2019","25.532,05","25.384,03","25.688,96","25.384,03","291,57M","0,82%"
"13.05.2019","25.324,99","25.568,06","25.568,06","25.222,51","361,24M","-2,38%"
"10.05.2019","25.942,37","25.763,72","26.019,32","25.469,86","294,58M","0,44%"
"09.05.2019","25.828,36","25.878,85","25.884,89","25.517,39","334,76M","-0,54%"
"08.05.2019","25.967,33","25.933,79","26.118,10","25.889,41","276,42M","0,01%"
"07.05.2019","25.965,09","26.276,90","26.276,90","25.789,71","334,96M","-1,79%"
"06.05.2019","26.438,48","26.160,62","26.476,27","26.033,95","283,02M","-0,25%"
"03.05.2019","26.504,95","26.379,14","26.534,96","26.370,09","248,90M","0,75%"
"02.05.2019","26.307,79","26.407,15","26.454,69","26.180,36","287,61M","-0,46%"
"01.05.2019","26.430,14","26.639,06","26.689,39","26.426,38","303,85M","-0,61%"
"30.04.2019","26.592,91","26.594,56","26.614,04","26.419,47","340,32M","0,15%"
"29.04.2019","26.554,39","26.559,87","26.602,54","26.520,75","279,45M","0,04%"
"26.04.2019","26.543,33","26.454,62","26.543,56","26.392,55","317,29M","0,31%"
"25.04.2019","26.462,08","26.426,37","26.536,48","26.310,28","296,73M","-0,51%"
"24.04.2019","26.597,05","26.652,56","26.680,58","26.582,86","283,37M","-0,22%"
"23.04.2019","26.656,39","26.513,83","26.695,96","26.503,56","311,69M","0,55%"
"22.04.2019","26.511,05","26.510,77","26.553,05","26.458,61","232,57M","-0,18%"
"18.04.2019","26.559,54","26.463,37","26.602,42","26.444,53","332,85M","0,42%"
"17.04.2019","26.449,54","26.468,53","26.501,02","26.391,86","367,78M","-0,01%"
"16.04.2019","26.452,66","26.482,19","26.530,71","26.397,19","302,34M","0,26%"
"15.04.2019","26.384,77","26.407,76","26.424,85","26.316,42","250,62M","-0,10%"
"12.04.2019","26.412,30","26.357,79","26.436,68","26.309,72","369,91M","1,03%"
"11.04.2019","26.143,05","26.188,21","26.229,88","26.062,59","211,68M","-0,05%"
"10.04.2019","26.157,16","26.173,71","26.209,49","26.101,24","203,13M","0,03%"
"09.04.2019","26.150,58","26.243,54","26.246,34","26.103,14","244,41M","-0,72%"
"08.04.2019","26.341,02","26.312,67","26.344,65","26.246,03","229,38M","-0,32%"
"05.04.2019","26.424,99","26.427,56","26.487,57","26.370,82","229,55M","0,15%"
"04.04.2019","26.384,63","26.213,42","26.398,90","26.212,78","233,04M","0,64%"
"03.04.2019","26.218,13","26.238,03","26.282,17","26.138,47","271,98M","0,15%"
"02.04.2019","26.179,13","26.213,55","26.221,24","26.122,31","250,94M","-0,30%"
"01.04.2019","26.258,42","26.075,10","26.280,90","26.071,69","295,57M","1,27%"
"29.03.2019","25.928,68","25.827,31","25.949,32","25.771,67","300,62M","0,82%"
"28.03.2019","25.717,46","25.693,32","25.743,41","25.576,69","237,17M","0,36%"
"27.03.2019","25.625,59","25.676,34","25.758,17","25.425,27","270,34M","-0,13%"
"26.03.2019","25.657,73","25.649,56","25.796,29","25.544,78","305,11M","0,55%"
"25.03.2019","25.516,83","25.490,72","25.603,27","25.372,26","303,12M","0,06%"
"22.03.2019","25.502,32","25.844,65","25.877,01","25.501,45","386,51M","-1,77%"
"21.03.2019","25.962,51","25.688,44","26.009,90","25.657,78","335,25M","0,84%"
"20.03.2019","25.745,67","25.867,79","25.929,52","25.670,63","321,98M","-0,55%"
"19.03.2019","25.887,38","25.987,87","26.109,68","25.814,92","342,25M","-0,10%"
"18.03.2019","25.914,10","25.801,88","25.924,77","25.785,66","303,17M","0,25%"
"15.03.2019","25.848,87","25.720,96","25.927,91","25.649,70","616,91M","0,54%"
"14.03.2019","25.709,94","25.692,31","25.752,84","25.621,31","302,79M","0,03%"
"13.03.2019","25.702,89","25.637,23","25.776,49","25.571,31","331,41M","0,58%"
"12.03.2019","25.554,66","25.600,30","25.675,44","25.522,17","312,52M","-0,38%"
"11.03.2019","25.650,88","25.208,00","25.661,63","25.208,00","309,79M","0,79%"
"08.03.2019","25.450,24","25.347,38","25.466,14","25.252,46","270,50M","-0,09%"
"07.03.2019","25.473,23","25.645,45","25.645,45","25.352,55","289,14M","-0,78%"
"06.03.2019","25.673,46","25.818,76","25.837,61","25.633,71","256,25M","-0,52%"
"05.03.2019","25.806,63","25.829,07","25.877,15","25.725,63","252,26M","-0,05%"
"04.03.2019","25.819,65","26.122,19","26.155,98","25.611,55","295,51M","-0,79%"
"01.03.2019","26.026,32","26.019,67","26.143,92","25.914,37","289,89M","0,43%"
"28.02.2019","25.916,00","25.984,28","26.029,21","25.896,56","338,52M","-0,27%"
"27.02.2019","25.985,16","25.995,60","26.039,68","25.877,24","255,38M","-0,28%"
"26.02.2019","26.057,98","26.051,61","26.155,29","25.966,01","257,85M","-0,13%"
"25.02.2019","26.091,95","26.126,15","26.241,42","26.080,66","281,60M","0,23%"
"22.02.2019","26.031,81","25.906,27","26.052,90","25.906,27","279,76M","0,70%"
"21.02.2019","25.850,63","25.922,41","25.938,88","25.762,21","255,71M","-0,40%"
"20.02.2019","25.954,44","25.872,26","25.986,20","25.846,48","287,88M","0,24%"
"19.02.2019","25.891,32","25.849,85","25.961,44","25.820,01","280,62M","0,03%"
"15.02.2019","25.883,25","25.564,63","25.883,72","25.564,63","328,53M","1,74%"
"14.02.2019","25.439,39","25.460,65","25.558,90","25.308,09","313,01M","-0,41%"
"13.02.2019","25.543,27","25.480,86","25.625,95","25.480,86","263,33M","0,46%"
"12.02.2019","25.425,76","25.152,03","25.458,98","25.152,03","278,11M","1,49%"
"11.02.2019","25.053,11","25.142,81","25.196,75","25.009,10","241,70M","-0,21%"
"08.02.2019","25.106,33","25.042,36","25.106,39","24.883,04","248,21M","-0,25%"
"07.02.2019","25.169,53","25.265,81","25.314,26","25.000,52","295,46M","-0,87%"
"06.02.2019","25.390,30","25.371,57","25.439,04","25.312,06","247,59M","-0,08%"
"05.02.2019","25.411,52","25.287,93","25.427,32","25.287,65","310,65M","0,68%"
"04.02.2019","25.239,37","25.062,12","25.239,91","24.977,67","298,54M","0,70%"
"01.02.2019","25.063,89","25.025,31","25.193,15","24.982,49","372,09M","0,26%"
"31.01.2019","24.999,67","24.954,48","25.049,62","24.842,09","507,35M","-0,06%"
"30.01.2019","25.014,86","24.826,52","25.109,62","24.790,90","397,33M","1,77%"
"29.01.2019","24.579,96","24.519,62","24.674,87","24.504,04","330,87M","0,21%"
"28.01.2019","24.528,22","24.596,98","24.596,98","24.323,94","347,17M","-0,84%"
"25.01.2019","24.737,20","24.687,21","24.860,15","24.676,75","376,89M","0,75%"
"24.01.2019","24.553,24","24.579,96","24.626,30","24.422,73","320,17M","-0,09%"
"23.01.2019","24.575,62","24.577,25","24.700,98","24.307,17","318,60M","0,70%"
"22.01.2019","24.404,48","24.607,76","24.607,76","24.244,31","338,48M","-1,22%"
"18.01.2019","24.706,35","24.534,19","24.750,22","24.459,03","372,97M","1,38%"
"17.01.2019","24.370,10","24.147,09","24.474,46","24.088,90","288,59M","0,67%"
"16.01.2019","24.207,16","24.139,91","24.288,61","24.119,72","302,83M","0,59%"
"15.01.2019","24.065,59","23.914,11","24.099,14","23.887,93","291,57M","0,65%"
"14.01.2019","23.909,84","23.880,53","23.964,90","23.765,24","277,56M","-0,36%"
"11.01.2019","23.995,95","23.940,01","23.996,32","23.798,16","262,65M","-0,02%"
"10.01.2019","24.001,92","23.811,11","24.014,78","23.703,25","338,15M","0,51%"
"09.01.2019","23.879,12","23.844,27","23.985,45","23.776,56","324,57M","0,39%"
"08.01.2019","23.787,45","23.680,32","23.864,65","23.581,45","317,42M","1,09%"
"07.01.2019","23.531,35","23.474,26","23.687,74","23.301,59","334,20M","0,42%"
"04.01.2019","23.433,16","22.894,92","23.518,64","22.894,92","396,02M","3,29%"
"03.01.2019","22.686,22","23.176,39","23.176,39","22.638,41","424,24M","-2,83%"
"02.01.2019","23.346,24","23.058,61","23.413,47","22.928,59","321,57M","0,08%"
"31.12.2018","23.327,46","23.153,94","23.333,18","23.118,30","288,83M","1,15%"
"28.12.2018","23.062,40","23.213,61","23.381,88","22.981,33","336,51M","-0,33%"
"27.12.2018","23.138,82","22.629,06","23.138,89","22.267,42","407,94M","1,14%"
"26.12.2018","22.878,45","21.857,73","22.878,92","21.712,53","433,08M","4,98%"
"24.12.2018","21.792,20","22.317,28","22.339,87","21.792,20","308,42M","-2,91%"
"21.12.2018","22.445,37","22.871,74","23.254,59","22.396,34","900,51M","-1,81%"
"20.12.2018","22.859,60","23.224,12","23.282,20","22.644,31","576,70M","-1,99%"
"19.12.2018","23.323,66","23.693,33","24.057,34","23.162,64","503,55M","-1,49%"
"18.12.2018","23.675,64","23.769,13","23.927,77","23.516,02","408,07M","0,35%"
"17.12.2018","23.592,98","23.986,83","24.088,08","23.456,88","466,74M","-2,11%"
"14.12.2018","24.100,51","24.408,04","24.431,14","24.033,79","416,94M","-2,02%"
"13.12.2018","24.597,38","24.575,86","24.740,96","24.473,29","299,97M","0,29%"
"12.12.2018","24.527,27","24.509,09","24.828,29","24.509,09","344,33M","0,64%"
"11.12.2018","24.370,24","24.719,91","24.791,26","24.221,06","342,96M","-0,22%"
"10.12.2018","24.423,26","24.360,95","24.500,81","23.881,37","389,69M","0,14%"
"07.12.2018","24.388,95","24.918,82","25.095,62","24.284,78","398,23M","-2,24%"
"06.12.2018","24.947,67","24.737,42","24.951,01","24.242,22","471,69M","-0,32%"
"04.12.2018","25.027,07","25.752,56","25.773,12","25.008,11","418,90M","-3,10%"
"03.12.2018","25.826,43","25.779,57","25.980,21","25.670,51","388,48M","1,13%"
"30.11.2018","25.538,46","25.307,14","25.549,71","25.250,97","482,25M","0,79%"
"29.11.2018","25.338,84","25.343,65","25.479,04","25.202,79","305,11M","-0,11%"
"28.11.2018","25.366,43","24.832,84","25.368,93","24.832,84","362,16M","2,50%"
"27.11.2018","24.748,73","24.557,02","24.750,73","24.416,03","308,25M","0,44%"
"26.11.2018","24.640,24","24.364,13","24.673,29","24.364,13","306,28M","1,46%"
"23.11.2018","24.285,95","24.336,40","24.408,80","24.268,74","155,94M","-0,73%"
"21.11.2018","24.464,69","24.541,65","24.669,79","24.463,28","289,37M","-0,00%"
"20.11.2018","24.465,64","24.618,68","24.707,26","24.368,98","445,92M","-2,21%"
"19.11.2018","25.017,44","25.392,61","25.392,61","24.900,98","358,09M","-1,56%"
"16.11.2018","25.413,22","25.242,35","25.510,23","25.147,80","354,46M","0,49%"
"15.11.2018","25.289,27","25.061,48","25.354,56","24.787,79","392,75M","0,83%"
"14.11.2018","25.080,50","25.388,08","25.501,29","24.935,82","384,24M","-0,81%"
"13.11.2018","25.286,49","25.321,21","25.511,03","25.193,78","339,69M","-0,40%"
"12.11.2018","25.387,18","25.959,33","25.966,71","25.340,51","346,91M","-2,32%"
"09.11.2018","25.989,30","26.149,11","26.161,49","25.882,91","324,45M","-0,77%"
"08.11.2018","26.191,22","26.139,59","26.277,82","26.081,90","295,65M","0,04%"
"07.11.2018","26.180,30","25.788,46","26.200,14","25.765,88","361,78M","2,13%"
"06.11.2018","25.635,01","25.452,83","25.651,86","25.444,90","265,45M","0,68%"
"05.11.2018","25.461,70","25.261,47","25.507,35","25.261,47","334,74M","0,76%"
"02.11.2018","25.270,83","25.443,60","25.578,98","25.078,72","429,48M","-0,43%"
"01.11.2018","25.380,74","25.142,08","25.396,47","25.108,11","383,97M","1,06%"
"31.10.2018","25.115,76","25.008,82","25.336,55","25.008,82","448,93M","0,97%"
"30.10.2018","24.874,64","24.482,04","24.906,68","24.415,69","470,05M","1,77%"
"29.10.2018","24.442,92","24.818,98","25.040,58","24.122,23","443,85M","-0,99%"
"26.10.2018","24.688,31","24.770,25","24.916,16","24.445,19","505,31M","-1,19%"
"25.10.2018","24.984,55","24.736,54","25.104,29","24.645,56","439,67M","1,63%"
"24.10.2018","24.583,42","25.172,88","25.306,23","24.533,19","496,40M","-2,41%"
"23.10.2018","25.191,43","25.038,46","25.307,70","24.768,79","436,43M","-0,50%"
"22.10.2018","25.317,41","25.492,14","25.561,34","25.236,05","314,94M","-0,50%"
"19.10.2018","25.444,34","25.421,09","25.608,71","25.350,02","350,81M","0,26%"
"18.10.2018","25.379,45","25.645,56","25.691,46","25.236,01","328,02M","-1,27%"
"17.10.2018","25.706,68","25.705,87","25.810,09","25.479,16","298,21M","-0,36%"
"16.10.2018","25.798,42","25.351,53","25.817,68","25.351,53","305,80M","2,17%"
"15.10.2018","25.250,55","25.332,46","25.482,42","25.243,88","287,32M","-0,35%"
"12.10.2018","25.339,99","25.407,63","25.467,55","25.000,83","397,51M","1,15%"
"11.10.2018","25.052,83","25.518,39","25.683,64","24.899,77","522,88M","-2,13%"
"10.10.2018","25.598,74","26.441,73","26.441,73","25.593,65","438,20M","-3,15%"
"09.10.2018","26.430,57","26.469,19","26.539,94","26.324,16","282,56M","-0,21%"
"08.10.2018","26.486,78","26.399,45","26.529,35","26.223,09","273,02M","0,15%"
"05.10.2018","26.447,05","26.632,77","26.676,16","26.301,81","267,10M","-0,68%"
"04.10.2018","26.627,48","26.784,08","26.793,82","26.471,61","289,60M","-0,75%"
"03.10.2018","26.828,39","26.833,47","26.951,81","26.789,08","280,13M","0,20%"
"02.10.2018","26.773,94","26.648,91","26.824,78","26.627,66","258,29M","0,46%"
"01.10.2018","26.651,21","26.598,36","26.737,98","26.596,05","238,32M","0,73%"
"28.09.2018","26.458,31","26.407,66","26.515,76","26.383,57","264,03M","0,07%"
"27.09.2018","26.439,93","26.418,27","26.557,01","26.379,95","226,35M","0,21%"
"26.09.2018","26.385,28","26.536,86","26.606,09","26.349,34","262,62M","-0,40%"
"25.09.2018","26.492,21","26.601,58","26.634,85","26.475,58","234,11M","-0,26%"
"24.09.2018","26.562,05","26.705,25","26.709,94","26.548,68","254,85M","-0,68%"
"21.09.2018","26.743,50","26.726,25","26.769,16","26.680,37","657,62M","0,32%"
"20.09.2018","26.656,98","26.519,39","26.697,49","26.519,39","260,48M","0,95%"
"19.09.2018","26.405,76","26.287,84","26.464,41","26.280,76","251,33M","0,61%"
"18.09.2018","26.246,96","26.076,21","26.317,34","26.076,21","243,00M","0,71%"
"17.09.2018","26.062,12","26.151,66","26.184,47","26.030,35","230,23M","-0,35%"
"14.09.2018","26.154,67","26.169,56","26.211,11","26.068,29","228,64M","0,03%"
"13.09.2018","26.145,99","26.083,94","26.191,64","26.067,08","260,80M","0,57%"
"12.09.2018","25.998,92","25.989,07","26.145,72","25.929,43","282,77M","0,11%"
"11.09.2018","25.971,06","25.841,14","26.019,92","25.754,32","265,96M","0,44%"
"10.09.2018","25.857,07","25.991,91","26.039,96","25.854,13","252,17M","-0,23%"
"07.09.2018","25.916,54","25.951,02","26.002,99","25.818,39","281,35M","-0,31%"
"06.09.2018","25.995,87","25.973,02","26.073,68","25.880,84","262,38M","0,08%"
"05.09.2018","25.974,99","25.919,84","26.011,22","25.871,04","289,21M","0,09%"
"04.09.2018","25.952,48","25.916,07","25.971,77","25.805,95","254,60M","-0,05%"
"31.08.2018","25.964,82","25.964,85","26.028,83","25.879,77","273,44M","-0,09%"
"30.08.2018","25.986,92","26.099,01","26.104,37","25.934,80","240,44M","-0,53%"
"29.08.2018","26.124,57","26.082,53","26.167,94","26.035,30","214,96M","0,23%"
"28.08.2018","26.064,02","26.092,70","26.122,24","26.037,85","211,47M","0,06%"
"27.08.2018","26.049,64","25.882,71","26.067,57","25.882,71","220,51M","1,01%"
"24.08.2018","25.790,35","25.688,58","25.826,05","25.688,58","200,33M","0,52%"
"23.08.2018","25.656,98","25.714,86","25.762,56","25.608,02","213,27M","-0,30%"
"22.08.2018","25.733,60","25.825,06","25.836,16","25.722,43","200,48M","-0,34%"
"21.08.2018","25.822,29","25.786,99","25.888,82","25.784,90","241,62M","0,25%"
"20.08.2018","25.758,69","25.727,70","25.790,17","25.716,41","248,57M","0,35%"
"17.08.2018","25.669,32","25.550,80","25.728,16","25.521,66","284,16M","0,43%"
"16.08.2018","25.558,73","25.294,97","25.607,34","25.294,97","342,43M","1,58%"
"15.08.2018","25.162,41","25.235,37","25.235,37","24.965,77","295,81M","-0,54%"
"14.08.2018","25.299,92","25.215,69","25.339,51","25.201,87","219,21M","0,45%"
"13.08.2018","25.187,70","25.327,19","25.381,39","25.153,93","219,99M","-0,50%"
"10.08.2018","25.313,14","25.401,19","25.401,19","25.222,88","234,48M","-0,77%"
"09.08.2018","25.509,23","25.589,79","25.613,31","25.492,69","214,97M","-0,29%"
"08.08.2018","25.583,75","25.615,72","25.634,11","25.557,48","217,77M","-0,18%"
"07.08.2018","25.628,91","25.551,65","25.692,72","25.551,65","239,91M","0,50%"
"06.08.2018","25.502,18","25.437,43","25.540,02","25.381,38","238,99M","0,16%"
"03.08.2018","25.462,58","25.360,37","25.467,90","25.325,17","239,02M","0,54%"
"02.08.2018","25.326,16","25.256,45","25.360,48","25.120,07","307,70M","-0,03%"
"01.08.2018","25.333,82","25.461,63","25.488,80","25.278,32","315,88M","-0,32%"
"31.07.2018","25.415,19","25.345,21","25.490,98","25.345,21","348,70M","0,43%"
"30.07.2018","25.306,83","25.439,32","25.500,16","25.287,38","296,88M","-0,57%"
"27.07.2018","25.451,06","25.520,52","25.580,22","25.370,07","329,68M","-0,30%"
"26.07.2018","25.527,07","25.468,55","25.587,24","25.463,16","297,53M","0,44%"
"25.07.2018","25.414,10","25.183,70","25.432,87","25.113,55","273,67M","0,68%"
"24.07.2018","25.241,94","25.092,43","25.286,62","25.092,43","274,94M","0,79%"
"23.07.2018","25.044,29","25.036,90","25.081,45","24.983,33","228,82M","-0,06%"
"20.07.2018","25.058,12","25.041,14","25.124,10","24.986,35","274,08M","-0,03%"
"19.07.2018","25.064,50","25.139,15","25.154,17","25.052,62","285,76M","-0,53%"
"18.07.2018","25.199,29","25.133,79","25.215,32","25.101,12","252,87M","0,32%"
"17.07.2018","25.119,89","25.033,92","25.155,39","24.989,61","250,45M","0,22%"
"16.07.2018","25.064,36","25.025,58","25.072,41","24.979,64","231,27M","0,18%"
"13.07.2018","25.019,41","24.926,07","25.043,21","24.890,06","255,52M","0,38%"
"12.07.2018","24.924,89","24.802,90","24.939,97","24.802,90","233,15M","0,91%"
"11.07.2018","24.700,45","24.789,48","24.815,16","24.663,82","237,37M","-0,88%"
"10.07.2018","24.919,66","24.806,97","24.945,38","24.806,97","235,04M","0,58%"
"09.07.2018","24.776,59","24.519,20","24.796,52","24.518,43","240,58M","1,31%"
"06.07.2018","24.456,48","24.352,47","24.520,29","24.281,47","219,45M","0,41%"
"05.07.2018","24.356,74","24.285,82","24.372,80","24.177,44","237,67M","0,75%"
"03.07.2018","24.174,82","24.359,39","24.444,88","24.150,85","160,96M","-0,54%"
"02.07.2018","24.307,18","24.161,53","24.319,42","24.077,56","244,11M","0,15%"
"29.06.2018","24.271,41","24.323,93","24.509,52","24.269,71","329,07M","0,23%"
"28.06.2018","24.216,05","24.064,19","24.308,16","23.997,21","305,02M","0,41%"
"27.06.2018","24.117,59","24.303,11","24.569,02","24.115,82","313,79M","-0,68%"
"26.06.2018","24.283,11","24.281,89","24.384,21","24.241,22","301,13M","0,12%"
"25.06.2018","24.252,80","24.463,73","24.463,73","24.084,39","439,13M","-1,33%"
"22.06.2018","24.580,89","24.526,97","24.663,18","24.526,97","473,97M","0,49%"
"21.06.2018","24.461,70","24.639,21","24.639,21","24.406,63","349,57M","-0,80%"
"20.06.2018","24.657,80","24.771,17","24.804,76","24.628,39","359,52M","-0,17%"
"19.06.2018","24.700,21","24.763,59","24.763,59","24.567,75","376,38M","-1,15%"
"18.06.2018","24.987,47","24.944,28","25.003,10","24.825,77","337,07M","-0,41%"
"15.06.2018","25.090,48","25.116,71","25.130,82","24.894,38","659,37M","-0,34%"
"14.06.2018","25.175,31","25.254,65","25.332,50","25.138,60","341,17M","-0,10%"
"13.06.2018","25.201,20","25.328,65","25.362,07","25.191,42","329,70M","-0,47%"
"12.06.2018","25.320,73","25.346,82","25.364,37","25.247,04","265,75M","-0,01%"
"11.06.2018","25.322,31","25.336,67","25.402,83","25.290,20","276,74M","0,02%"
"08.06.2018","25.316,53","25.209,29","25.325,63","25.165,70","317,51M","0,30%"
"07.06.2018","25.241,41","25.192,14","25.326,09","25.164,48","357,68M","0,38%"
"06.06.2018","25.146,39","24.854,14","25.146,46","24.854,14","316,09M","1,40%"
"05.06.2018","24.799,98","24.820,12","24.838,78","24.710,82","306,34M","-0,06%"
"04.06.2018","24.813,69","24.727,55","24.859,37","24.722,14","340,40M","0,72%"
"01.06.2018","24.635,21","24.542,09","24.673,60","24.542,09","315,71M","0,90%"
"31.05.2018","24.415,84","24.620,79","24.620,79","24.352,15","429,74M","-1,02%"
"30.05.2018","24.667,78","24.467,83","24.714,48","24.459,09","324,87M","1,26%"
"29.05.2018","24.361,45","24.606,59","24.635,18","24.247,84","395,81M","-1,58%"
"25.05.2018","24.753,09","24.781,29","24.824,22","24.687,81","257,21M","-0,24%"
"24.05.2018","24.811,76","24.877,36","24.877,36","24.605,90","347,05M","-0,30%"
"23.05.2018","24.886,81","24.757,71","24.889,46","24.667,12","399,61M","0,21%"
"22.05.2018","24.834,41","25.047,55","25.064,99","24.812,06","288,20M","-0,72%"
"21.05.2018","25.013,29","24.883,06","25.086,49","24.883,06","308,92M","1,21%"
"18.05.2018","24.715,09","24.707,72","24.774,97","24.664,87","269,70M","0,00%"
"17.05.2018","24.713,98","24.752,40","24.839,49","24.639,40","314,65M","-0,22%"
"16.05.2018","24.768,93","24.722,32","24.801,19","24.672,79","280,81M","0,25%"
"15.05.2018","24.706,41","24.809,55","24.809,55","24.629,39","301,90M","-0,78%"
"14.05.2018","24.899,41","24.879,37","24.994,19","24.862,52","282,86M","0,27%"
"11.05.2018","24.831,17","24.758,64","24.868,65","24.717,50","274,15M","0,37%"
"10.05.2018","24.739,53","24.591,66","24.794,99","24.575,91","304,21M","0,80%"
"09.05.2018","24.542,54","24.399,18","24.586,48","24.323,87","361,58M","0,75%"
"08.05.2018","24.360,21","24.341,35","24.412,34","24.198,34","344,94M","0,01%"
"07.05.2018","24.357,32","24.317,66","24.479,45","24.263,42","307,67M","0,39%"
"04.05.2018","24.262,51","23.865,22","24.333,35","23.778,87","329,48M","1,39%"
"03.05.2018","23.930,15","23.836,23","23.996,15","23.531,31","389,24M","0,02%"
"02.05.2018","23.924,98","24.097,63","24.185,52","23.886,30","385,35M","-0,72%"
"01.05.2018","24.099,05","24.117,29","24.117,29","23.808,19","380,07M","-0,27%"
"30.04.2018","24.163,15","24.410,41","24.498,23","24.163,08","416,65M","-0,61%"
"27.04.2018","24.311,19","24.342,14","24.359,38","24.194,45","392,81M","-0,05%"
"26.04.2018","24.322,34","24.128,72","24.402,46","24.128,72","390,36M","0,99%"
"25.04.2018","24.083,83","24.070,20","24.146,34","23.823,08","437,10M","0,25%"
"24.04.2018","24.024,13","24.579,94","24.579,94","23.828,73","468,18M","-1,74%"
"23.04.2018","24.448,69","24.488,07","24.536,89","24.328,54","351,03M","-0,06%"
"20.04.2018","24.462,94","24.657,39","24.678,07","24.375,04","537,77M","-0,82%"
"19.04.2018","24.664,89","24.711,30","24.762,48","24.557,03","381,11M","-0,34%"
"18.04.2018","24.748,07","24.820,85","24.832,54","24.721,09","302,03M","-0,16%"
"17.04.2018","24.786,63","24.681,79","24.858,97","24.681,79","342,41M","0,87%"
"16.04.2018","24.573,04","24.483,15","24.675,36","24.480,20","305,07M","0,87%"
"13.04.2018","24.360,14","24.582,82","24.646,45","24.243,74","331,89M","-0,50%"
